winery,wine,year,calificacion,num_resenas,pais,region,precio,tipo,cuerpo,acidez
Mar de Frades,Rias Baixas Albarino Atlantico,2019,42,4610,Espana,Rias Baixas,1495,Albarino,30,30
Matarromera,Crianza,2016,42,4127,Espana,Ribera del Duero,976,Ribera del Duero Tinto,50,30
Arzuaga,Ribera del Duero Crianza,2016,42,4091,Espana,Ribera del Duero,1916,Ribera del Duero Tinto,50,30
La Rioja Alta,Vina Alberdi Reserva,2016,42,3825,Espana,Rioja,158,Rioja Tinto,40,30
Imperial,Rioja Reserva,2015,42,3788,Espana,Rioja,"1,98333E+14",Rioja Tinto,40,30
Protos,27 Ribera del Duero,2016,42,3725,Espana,Ribera del Duero,210,Ribera del Duero Tinto,50,30
Terras Gauda,Terras Gauda O Rosal,2020,42,3648,Espana,Rias Baixas,1229,Albarino,30,30
Protos,27 Ribera del Duero,2017,42,3545,Espana,Ribera del Duero,2375,Ribera del Duero Tinto,50,30
Remelluri,Rioja Reserva,2012,42,3453,Espana,Rioja,1583,Rioja Tinto,40,30
Arzuaga,Ribera del Duero Crianza,2017,42,3354,Espana,Ribera del Duero,1545,Ribera del Duero Tinto,50,30
Familia Torres,Salmos,2016,42,3225,Espana,Priorato,2485,Priorat Tinto,40,30
Pago de Los Capellanes,Crianza Tinto,2017,42,3224,Espana,Ribera del Duero,2095,Ribera del Duero Tinto,50,30
Marques de Riscal,Rioja Gran Reserva,2007,42,3101,Espana,Rioja,2843,Rioja Tinto,40,30
R. Lopez de Heredia,Vina Bosconia Reserva,2008,42,2901,Espana,Rioja Alta,2258,Rioja Tinto,40,30
Bodegas Mauro,Red,2011,42,2820,Espana,Castilla y Leon,5826,Tinto,40,30
R. Lopez de Heredia,Vina Bosconia Reserva,2007,42,2820,Espana,Rioja Alta,2095,Rioja Tinto,40,30
Familia Torres,Mas La Plana Cabernet Sauvignon,2010,42,2788,Espana,Penedes,484,Cabernet Sauvignon,40,30
Rafael Palacios,Louro Godello,2019,42,2685,Espana,Valdeorras,197,Godello White,30,30
Imperial,Rioja Reserva,2016,42,2676,Espana,Rioja,2475,Rioja Tinto,40,30
Bodegas Roda,Roda Reserva Rioja,2015,42,2478,Espana,Rioja,5547,Rioja Tinto,40,30
Bodegas Roda,Roda Reserva Rioja,2012,42,2375,Espana,Rioja,284,Rioja Tinto,40,30
Imperial,Rioja Reserva,2014,42,2364,Espana,Rioja,276,Rioja Tinto,40,30
Juan Gil,Jumilla Blue Label,2015,42,2271,Espana,Jumilla,2476,Tinto,40,30
Juan Gil,Jumilla Blue Label,2018,42,2234,Espana,Jumilla,246,Tinto,40,30
Juan Gil,Jumilla Blue Label,2017,42,2135,Espana,Jumilla,225,Tinto,40,30
Bodegas Faustino,I Gran Reserva,1994,42,2074,Espana,Rioja,1245,Rioja Tinto,40,30
Carmelo Rodero,Crianza,2017,42,2050,Espana,Ribera del Duero,1999,Ribera del Duero Tinto,50,30
Atalaya,La Atalaya del Camino,2017,42,2022,Espana,Almansa,118,Tinto,40,30
Protos,27 Ribera del Duero,2018,42,1981,Espana,Ribera del Duero,2374,Ribera del Duero Tinto,50,30
Bodegas Roda,Roda Reserva Rioja,2013,42,1931,Espana,Rioja,3035,Rioja Tinto,40,30
Protos,Gran Reserva,2012,42,1921,Espana,Ribera del Duero,3884,Ribera del Duero Tinto,50,30
Remelluri,Rioja Reserva,2013,42,1768,Espana,Rioja,215,Rioja Tinto,40,30
Tinto Pesquera,Reserva,2015,42,1688,Espana,Ribera del Duero,2995,Ribera del Duero Tinto,50,30
Marques de Riscal,Rioja 150 Aniversario,2010,42,1686,Espana,Rioja,590,Rioja Tinto,40,30
Pintia,Toro,2006,42,1665,Espana,Toro,989,Toro Tinto,50,30
Bodegas Roda,Roda Reserva Rioja,2014,42,1645,Espana,Rioja,599,Rioja Tinto,40,30
Alto Moncayo,Veraton Garnacha,2014,42,1627,Espana,Campo de Borja,1994,Garnacha,50,30
R. Lopez de Heredia,Vina Bosconia Reserva,2009,42,1611,Espana,Rioja Alta,2352,Rioja Tinto,40,30
Casa Rojo,Alexander vs. The Ham Factory,2016,42,1573,Espana,Ribera del Duero,"3,33733E+14",Ribera del Duero Tinto,50,30
Dominio de Pingus,PSI,2019,42,1355,Espana,Ribera del Duero,345,Ribera del Duero Tinto,50,30
Alto Moncayo,Veraton Garnacha,2018,42,1343,Espana,Campo de Borja,216,Garnacha,50,30
La Rioja Alta,Vina Alberdi Crianza,2015,42,1341,Espana,Rioja,112,Rioja Tinto,40,30
Huerta de Albala,Taberner Tierra de Cadiz,2014,42,1337,Espana,Cadiz,"3,20011E+14",Syrah,40,30
Marques de Riscal,Rioja Gran Reserva,2011,42,1319,Espana,Rioja,395,Rioja Tinto,40,30
Garmon,Ribera del Duero,2015,42,1308,Espana,Ribera del Duero,3359,Ribera del Duero Tinto,50,30
Marques de Murrieta,Capellania Reserva,2015,42,1301,Espana,Rioja,2915,Rioja Blanco,30,30
Aster,Finca El Otero,2014,42,1267,Espana,Ribera del Duero,2875,Ribera del Duero Tinto,50,30
Matarromera,Crianza,2017,42,1209,Espana,Ribera del Duero,1688,Ribera del Duero Tinto,50,30
Gramona,Gessami,2019,42,1164,Espana,Penedes,995,Aromatic White,20,40
Dominio de Atauta,Dominio de Atauta,2016,42,1159,Espana,Ribera del Duero,2571,Ribera del Duero Tinto,50,30
Bodegas Ximenez-Spinola,Finest Old Harvest Medium,N.V.,42,1155,Espana,Jerez-Xeres-Sherry,1887,Pedro Ximenez,50,10
Huerta de Albala,Taberner Tierra de Cadiz,2015,42,1125,Espana,Cadiz,1704,Syrah,40,30
Montecastro,Ribera del Duero Red,2015,42,1095,Espana,Ribera del Duero,189,Ribera del Duero Tinto,50,30
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2017,42,1093,Espana,Ribera del Duero,5575,Ribera del Duero Tinto,50,30
Garmon,Ribera del Duero,2014,42,1086,Espana,Ribera del Duero,379,Ribera del Duero Tinto,50,30
Bodegas La Horra,Corimbo I,2014,42,1078,Espana,Ribera del Duero,390,Ribera del Duero Tinto,50,30
Carmelo Rodero,Crianza,2018,42,1070,Espana,Ribera del Duero,1649,Ribera del Duero Tinto,50,30
Lustau,Vermut Rojo,N.V.,42,1058,Espana,Jerez-Xeres-Sherry,119,Vermouth,20,20
Atalaya,La Atalaya del Camino,2019,42,1048,Espana,Almansa,1166,Tinto,40,30
R. Lopez de Heredia,Vina Tondonia Reserva Blanco,2005,42,1043,Espana,Rioja Alta,269,Rioja Blanco,30,30
Protos,Reserva 5 Ano,2015,42,1040,Espana,Ribera del Duero,2295,Ribera del Duero Tinto,50,30
Emilio Moro,Malleolus,2014,42,1030,Espana,Ribera del Duero,3195,Ribera del Duero Tinto,50,30
Gonzalez-Byass,Del Duque Amontillado Sherry VORS,N.V.,42,1016,Espana,Jerez Amontillado,7722,Jerez,40,30
Alvaro Palacios,Les Terrasses Velles Vinyes Priorat,2017,42,1016,Espana,Priorato,859,Priorat Tinto,40,30
Familia Torres,Salmos,2017,42,1008,Espana,Priorato,2099,Priorat Tinto,40,30
Bodega Numanthia,Numanthia,2013,42,998,Espana,Toro,5119,Toro Tinto,50,30
Alvaro Palacios,Les Terrasses Laderas de Pizarra,2016,42,970,Espana,Priorato,3225,Priorat Tinto,40,30
Merum Priorati,Inici,2017,42,969,Espana,Priorato,390,Priorat Tinto,40,30
Familia Torres,Mas La Plana Cabernet Sauvignon,2016,42,964,Espana,Penedes,5626,Cabernet Sauvignon,40,30
Bodegas La Horra,Corimbo I,2011,42,918,Espana,Ribera del Duero,234,Ribera del Duero Tinto,50,30
Castillo Perelada,5 Finques (Fincas) Reserva,2017,42,918,Espana,Emporda,1135,Tinto,40,30
Bodegas La Horra,Corimbo I,2013,42,915,Espana,Ribera del Duero,375,Ribera del Duero Tinto,50,30
Quinta Sardonia,QS,2010,42,900,Espana,Castilla y Leon,4076,Tinto,40,30
Martinet,Martinet Bru (Garnatxa - Syrah),2019,42,897,Espana,Priorato,219,Priorat Tinto,40,30
La Rioja Alta,Vina Ardanza Reserva,2000,42,883,Espana,Rioja,1610,Rioja Tinto,40,30
Vinedos de Paganos,El Puntido,2013,42,879,Espana,Rioja,3441,Rioja Tinto,40,30
Emilio Moro,Ribera del Duero,2019,42,876,Espana,Ribera del Duero,1695,Ribera del Duero Tinto,50,30
Alvaro Palacios,Finca Dofi,2015,42,865,Espana,Priorato,525,Priorat Tinto,40,30
Protos,Reserva 5 Ano,2014,42,855,Espana,Ribera del Duero,1953,Ribera del Duero Tinto,50,30
Bodegas Valduero,Ribera Del Duero Reserva,2012,42,852,Espana,Ribera del Duero,300,Ribera del Duero Tinto,50,30
Baluarte,Muscat,2020,42,842,Espana,Navarra,55,Muscat White,30,40
Marques de Riscal,Rioja Gran Reserva,2014,42,840,Espana,Rioja,3563,Rioja Tinto,40,30
Bodegas Roda,Roda Reserva Rioja,2017,42,834,Espana,Rioja,255,Rioja Tinto,40,30
Bodegas Amaren,Angeles de Amaren Tempranillo - Graciano,2015,42,832,Espana,Rioja,1938,Rioja Tinto,40,30
Marques de Murrieta,Reserva Rioja (Finca Ygay),2017,42,811,Espana,Rioja,209,Rioja Tinto,40,30
Arzuaga,Ribera del Duero Crianza,2019,42,806,Espana,Ribera del Duero,185,Ribera del Duero Tinto,50,30
Marques de Riscal,Reserva XR,2015,42,778,Espana,Rioja,230,Rioja Tinto,40,30
Familia Torres,Purgatori Costers del Segre,2016,42,778,Espana,Costers del Segre,3837,Tinto,40,30
Familia Torres,Purgatori Costers del Segre,2017,42,777,Espana,Costers del Segre,255,Tinto,40,30
Ramon Bilbao,Mirto,2012,42,776,Espana,Rioja,350,Rioja Tinto,40,30
Ossian,Vinas Viejas Verdejo,2015,42,769,Espana,Castilla y Leon,300,Verdejo,30,30
Hispano Suizas,Bassus Pinot Noir,2017,42,753,Espana,Utiel-Requena,1895,Tinto,40,30
Murviedro,Sericis Cepas Viejas Monastrell,2017,42,745,Espana,Valencia,895,Monastrell,50,30
Castillo Perelada,Finca Malaveina,2016,42,740,Espana,Emporda,2535,Tinto,40,30
Montecastro,Ribera del Duero Red,2018,42,733,Espana,Ribera del Duero,185,Ribera del Duero Tinto,50,30
Contino,Rioja Gran Reserva,2008,42,732,Espana,Rioja,360,Rioja Tinto,40,30
Contino,Rioja Gran Reserva,2009,42,731,Espana,Rioja,858,Rioja Tinto,40,30
Hispano Suizas,Bassus Pinot Noir,2018,42,721,Espana,Utiel-Requena,1925,Tinto,40,30
Quinta Sardonia,QS,2007,42,707,Espana,Castilla y Leon,375,Tinto,40,30
VALENCISO,Rioja Reserva,2014,42,696,Espana,Rioja,194,Rioja Tinto,40,30
Gramona,Gessami,2020,42,692,Espana,Penedes,112,Aromatic White,20,40
Remirez de Ganuza,Rioja Reserva Fincas de Ganuza,2014,42,684,Espana,Rioja,295,Rioja Tinto,40,30
Barahonda,Summum Monastrell,2017,42,682,Espana,Yecla,1595,Monastrell,50,30
Losada,Altos de Losada,2017,42,676,Espana,Bierzo,184,Mencia,30,30
Alvaro Palacios,Finca Dofi,2014,42,671,Espana,Priorato,5995,Priorat Tinto,40,30
El Coto,Coto de Imaz Rioja Gran Reserva,2015,42,668,Espana,Rioja,1588,Rioja Tinto,40,30
Matsu,El Viejo,2012,42,668,Espana,Toro,2695,Toro Tinto,50,30
Recaredo,Corpinnat Terrers Brut Nature,2017,42,667,Espana,Cava,250,Cava,20,30
Williams & Humbert,Dos Cortados Palo Cortado Solera Especial Aged 20 Years,N.V.,42,666,Espana,Jerez Palo Cortado,3216,Jerez,40,30
Alvaro Palacios,Vi de Vila Gratallops,2015,42,648,Espana,Priorato,600,Priorat Tinto,40,30
Alvaro Palacios,Vi de Vila Gratallops,2014,42,647,Espana,Priorato,550,Priorat Tinto,40,30
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2010,42,645,Espana,Rioja,8695,Rioja Tinto,40,30
Tobia,Oscar Tobia Reserva Rioja,2015,42,633,Espana,Rioja,200,Rioja Tinto,40,30
Marques de Caceres,Rioja Satinela Blanco Semidulce,2020,42,630,Espana,Rioja,699,Rioja Blanco,30,30
Vina Pedrosa,Reserva,2012,42,628,Espana,Ribera del Duero,2993,Ribera del Duero Tinto,50,30
Castillo Perelada,Finca Malaveina,2012,42,627,Espana,Emporda,1784,Tinto,40,30
Contino,Rioja Gran Reserva,2014,42,624,Espana,Rioja,345,Rioja Tinto,40,30
Bodegas Mauro,Red,2008,42,622,Espana,Castilla y Leon,550,Tinto,40,30
Portal del Priorat,Clos del Portal Negre de Negres,2017,42,612,Espana,Priorato,2185,Priorat Tinto,40,30
Recaredo,Corpinnat Terrers Brut Nature,2016,42,611,Espana,Cava,218,Cava,20,30
Torre de Ona,Martelo Reserva,2014,42,600,Espana,Rioja,205,Rioja Tinto,40,30
Tinto Pesquera,Crianza,2019,42,599,Espana,Ribera del Duero,1725,Ribera del Duero Tinto,50,30
Dehesa de Los Canonigos,Solideo,2015,42,592,Espana,Ribera del Duero,3509,Ribera del Duero Tinto,50,30
Sei Solo,Preludio,2017,42,591,Espana,Ribera del Duero,249,Ribera del Duero Tinto,50,30
Diez Caballero,Reserva Tempranillo,2011,42,587,Espana,Rioja,"2,04533E+14",Rioja Tinto,40,30
Mas d'en Gil,Coma Vella Priorat,2014,42,576,Espana,Priorato,248,Priorat Tinto,40,30
Chozas Carrascal,Las Ocho (8) Tinto,2017,42,570,Espana,Utiel-Requena,16767557,Tinto,40,30
Vegalfaro,Pago de los Balagueses Syrah,2017,42,559,Espana,Utiel-Requena,177,Syrah,40,30
Lopez Cristobal,Bagus Ribera del Duero,2012,42,559,Espana,Ribera del Duero,540,Ribera del Duero Tinto,50,30
Clos Galena,Formiga de Vellut,2018,42,558,Espana,Priorato,162,Priorat Tinto,40,30
Bodegas Valduero,Tierra Alta En 2 Maderas,2017,42,557,Espana,Ribera del Duero,199,Ribera del Duero Tinto,50,30
Los Aguilares,Pago El Espino,2017,42,555,Espana,Sierras de Malaga,2535,Tinto,40,30
VALENCISO,Rioja Blanco,2018,42,540,Espana,Rioja,1775,Rioja Blanco,30,30
Dehesa de Los Canonigos,Crianza,2018,42,528,Espana,Ribera del Duero,189,Ribera del Duero Tinto,50,30
Palacios Remondo,Propiedad  Rioja,2017,42,527,Espana,Rioja,259,Rioja Tinto,40,30
Dehesa de Los Canonigos,Crianza,2017,42,520,Espana,Ribera del Duero,1825,Ribera del Duero Tinto,50,30
Bodegas Faustino,Reserva Especial Icon Edition,2014,42,519,Espana,Rioja,2389,Rioja Tinto,40,30
Fernando de Castilla,Antique Palo Cortado,N.V.,42,519,Espana,Jerez Palo Cortado,369,Jerez,40,30
Matsu,El Viejo,2017,42,518,Espana,Toro,339,Toro Tinto,50,30
Lan,Vina Lanciano Reserva,2015,42,514,Espana,Rioja,146,Rioja Tinto,40,30
Anima Negra,An,2016,42,513,Espana,Mallorca,1399,Tinto,40,30
Bodegas Mas Alta,Artigas,2017,42,505,Espana,Priorato,209,Priorat Tinto,40,30
Vinicola Real,200 Monges Rioja Reserva,2005,42,499,Espana,Rioja,480,Rioja Tinto,40,30
Contino,Rioja Gran Reserva,2011,42,490,Espana,Rioja,395,Rioja Tinto,40,30
Sei Solo,Preludio,2018,42,488,Espana,Ribera del Duero,245,Ribera del Duero Tinto,50,30
Williams & Humbert,Jalifa Amontillado Rare Old Dry Solera Especial Aged 30 Years,N.V.,42,487,Espana,Jerez Amontillado,335,Jerez,40,30
Tridente,Rejon Tempranillo,2012,42,485,Espana,Castilla y Leon,3697,Tempranillo,40,20
Emilio Moro,La Felisa,2018,42,483,Espana,Ribera del Duero,263,Ribera del Duero Tinto,50,30
Emilio Moro,La Revelia Godello,2018,42,484,Espana,Bierzo,2195,Godello White,30,30
Valderiz,Tinto,2018,42,481,Espana,Ribera del Duero,215,Ribera del Duero Tinto,50,30
Lan,A Mano Rioja,2009,42,480,Espana,Rioja,2895,Rioja Tinto,40,30
Familia Torres,Milmanda,2015,42,473,Espana,Conca de Barbera,1262,Chardonnay,40,30
Terras Gauda,Terras Gauda O Rosal,2021,42,466,Espana,Rias Baixas,119,Albarino,30,30
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2008,42,459,Espana,Rias Baixas,379,Albarino,30,30
Muga,Seleccion Especial (Reserva),2004,42,447,Espana,Rioja,650,Rioja Tinto,40,30
Bohorquez,Reserva,2009,42,442,Espana,Ribera del Duero,2165,Ribera del Duero Tinto,50,30
Abadal,3.9,2016,42,441,Espana,Pla de Bages,2295,Tinto,40,30
Mar de Frades,Rias Baixas Albarino Atlantico,2021,42,439,Espana,Rias Baixas,148,Albarino,30,30
Adega Familiar Eladio Pineiro,Envidiacochina (Tete de Cuvee),2019,42,438,Espana,Rias Baixas,1846,Albarino,30,30
Pradorey,Adaro,2017,42,436,Espana,Ribera del Duero,1645,Ribera del Duero Tinto,50,30
Montecastro,Ribera del Duero Red,2017,42,433,Espana,Ribera del Duero,169,Ribera del Duero Tinto,50,30
Culebron,Fondillon Gran Reserva,1964,42,432,Espana,Alicante,4995,Sweet Red / Dessert Wine,50,30
Portal del Priorat,Clos del Portal Negre de Negres,2018,42,429,Espana,Priorato,217,Priorat Tinto,40,30
Castillo Perelada,Monastrell - Syrah Finca Espolla,2016,42,424,Espana,Emporda,1395,Tinto,40,30
Castano,Casa Cisca Monastrell,2011,42,423,Espana,Yecla,320,Monastrell,50,30
Remirez de Ganuza,Rioja Blanco,2017,42,421,Espana,Rioja,2915,Rioja Blanco,30,30
La Vicalanda,Reserva,2015,42,420,Espana,Rioja,175,Rioja Tinto,,
Enrique Mendoza,Santa Rosa,2017,42,420,Espana,Alicante,189,Tinto,,
Clos Pons,Roc Nu,2011,42,420,Espana,Costers del Segre,2395,Tinto,,
Sierra Cantabria,Coleccion Privada,2012,42,420,Espana,Rioja,283,Rioja Tinto,,
Imperial,Rioja Reserva,2004,42,417,Espana,Rioja,450,Rioja Tinto,,
Losada,Altos de Losada,2018,42,415,Espana,Bierzo,179,Mencia,,
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,42,414,Espana,Rias Baixas,1678,Albarino,,
La Rioja Alta,Vina Alberdi Crianza,2018,42,410,Espana,Rioja,1358,Rioja Tinto,,
Bodegas La Horra,Corimbo I,2015,42,412,Espana,Ribera del Duero,379,Ribera del Duero Tinto,,
Vina Pedrosa,Gran Reserva,2011,42,410,Espana,Ribera del Duero,5135,Ribera del Duero Tinto,,
Campillo,Gran Reserva Rioja,2012,42,410,Espana,Rioja,2299,Rioja Tinto,,
Ramon do Casar,Treixadura,2020,42,407,Espana,Ribeiro,1195,Treixadura White,30,30
Lustau,Candela Cream Dulce Sweet,N.V.,42,405,Espana,Jerez-Xeres-Sherry,71,Jerez,,
Portal del Priorat,Clos del Portal Somni,2014,42,404,Espana,Priorato,7736,Priorat Tinto,,
Binigrau,Nounat,2020,42,404,Espana,Mallorca,199,Spanish White,30,30
Ramon Bilbao,Mirto,2011,42,402,Espana,Rioja,2853,Rioja Tinto,,
Matsu,El Viejo,2019,42,400,Espana,Toro,2789,Toro Tinto,,
Artadi,Valdegines,2016,42,398,Espana,Vino de Espana,4896,Tempranillo,,
Contino,Rioja Graciano,2011,42,395,Espana,Rioja,6194,Rioja Tinto,,
Contino,Reserva,2016,42,392,Espana,Rioja,1998,Rioja Tinto,,
Conreria d'Scala Dei,Les Brugueres,2018,42,390,Espana,Priorato,1676,Priorat Tinto,,
Mustiguillo,Finca Terrerazo,2017,42,390,Espana,El Terrerazo,2445,Tinto,,
Matarromera,Gran Reserva,2011,42,389,Espana,Ribera del Duero,645,Ribera del Duero Tinto,,
Sei Solo,Preludio,2016,42,388,Espana,Ribera del Duero,3163,Ribera del Duero Tinto,,
Vinedos de Paganos,El Puntido,2005,42,384,Espana,Rioja,730,Rioja Tinto,,
La Vicalanda,Reserva,2015,42,420,Espana,Rioja,175,Rioja Tinto,40,30
Enrique Mendoza,Santa Rosa,2017,42,420,Espana,Alicante,189,Tinto,40,30
Clos Pons,Roc Nu,2011,42,420,Espana,Costers del Segre,2395,Tinto,40,30
Sierra Cantabria,Coleccion Privada,2012,42,420,Espana,Rioja,283,Rioja Tinto,40,30
Imperial,Rioja Reserva,2004,42,417,Espana,Rioja,450,Rioja Tinto,40,30
Losada,Altos de Losada,2018,42,415,Espana,Bierzo,179,Mencia,30,30
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,42,414,Espana,Rias Baixas,1678,Albarino,30,30
La Rioja Alta,Vina Alberdi Crianza,2018,42,410,Espana,Rioja,1358,Rioja Tinto,40,30
Bodegas La Horra,Corimbo I,2015,42,412,Espana,Ribera del Duero,379,Ribera del Duero Tinto,50,30
Vina Pedrosa,Gran Reserva,2011,42,410,Espana,Ribera del Duero,5135,Ribera del Duero Tinto,50,30
Campillo,Gran Reserva Rioja,2012,42,410,Espana,Rioja,2299,Rioja Tinto,40,30
Lustau,Candela Cream Dulce Sweet,N.V.,42,405,Espana,Jerez-Xeres-Sherry,71,Jerez,40,30
Portal del Priorat,Clos del Portal Somni,2014,42,404,Espana,Priorato,7736,Priorat Tinto,40,30
Ramon Bilbao,Mirto,2011,42,402,Espana,Rioja,2853,Rioja Tinto,40,30
Matsu,El Viejo,2019,42,400,Espana,Toro,2789,Toro Tinto,50,30
Artadi,Valdegines,2016,42,398,Espana,Vino de Espana,4896,Tempranillo,40,20
Contino,Rioja Graciano,2011,42,395,Espana,Rioja,6194,Rioja Tinto,40,30
Contino,Reserva,2016,42,392,Espana,Rioja,1998,Rioja Tinto,40,30
Conreria d'Scala Dei,Les Brugueres,2018,42,390,Espana,Priorato,1676,Priorat Tinto,40,30
Mustiguillo,Finca Terrerazo,2017,42,390,Espana,El Terrerazo,2445,Tinto,40,30
Matarromera,Gran Reserva,2011,42,389,Espana,Ribera del Duero,645,Ribera del Duero Tinto,50,30
Sei Solo,Preludio,2016,42,388,Espana,Ribera del Duero,3163,Ribera del Duero Tinto,50,30
Vinedos de Paganos,El Puntido,2005,42,384,Espana,Rioja,730,Rioja Tinto,40,30
Remirez de Ganuza,Rioja Blanco,2017,42,421,Espana,Rioja,2915,Rioja Blanco,,
